"Parameter","Mean","SE","SD","X2.50.","X25.","X50.","X75.","X97.50.","Neff","Rhat","lakeNum","parm","Lake","County","WBIC","N","Latitude","Longitude","Lake.area..ha.","Maximum.depth..m.","hansenAvgWLY","hansenWLYSD","treatyAvgWLY","treatyWLYSD","bassMCPE","bassSDCPE","panMCPE","panSDCPE","yoyMWLYCPE","yoySDWLYCPE","avgdurStrat","gdd10","gdd5","peak_temp","coef_var.0.30","coef_var.30.60","avgIceCover","iceCoverSD","Panfish","Catfish","Largemouth.Bass","Musky","Northern.Pike","Rainbow.Smelt","Smallmouth.Bass","Sturgeon","Trout","Walleye","Cisco","Landlock","publicaccess","accessscore","mroad_dist","Road_dist","Area","Length","MaxDepth","MeanDepth","ripDeveloped","ripForest","ripShrubScrub","ripGrassland","ripPasture","ripCultivated","ripWetlands","Secchi_satellite","Secchi","Calcium","Conductance","Alkalinity","pH","totalP","Color","Dissolved.OC","MEI","HUC10","wshedDeveloped","wshedBarren","wshedForest","wshedShrubScrub","wshedGrassland","wshedPasture","wshedCultivated","wshedWetlands","catch","harvest","release","cpue","avgL","meanNSto","sdNSto","stoLen","stoLenSD","meanLBsto","sdLBsto","sumNSto","sumLBSto"
"b[28]",0.984485663,0.01331772,0.766757021,-0.476972071,0.463052806,0.971849846,1.508968357,2.475784888,3314.788037,1.000502625,28,"b","Half Moon","Polk",2621100,5,45.49,-92.41,234.31,18.29,0.994,0.49470193045914,0.855,0.544472221513642,57.924,32.311668630388,15.325725,16.8270978536422,12.46975,17.6348895694019,139,NA,NA,NA,NA,NA,NA,NA,1,0,1,0,1,0,0,0,0,1,0,0,1,3,9.115575,0,2227153.656,8948.440842,18,7.5,0.178431373,0.614705882,0,0,0.06372549,0.000980392,0.142156863,4.237015287,9,NA,288.5789474,81,7.405263158,NA,NA,NA,38.47719299,703000508,0.063864433,1.71e-05,0.343899224,0.002386976,0.032232726,0.297814952,0.210138173,0.049646413,0.312977099236641,0.118320610687023,1.61904761904762,0.000800775606658502,18.213810483871,10932.0625,10589.4083402159,4.55625,2.71488950051379,188.9375,258.303043923218,174913,3023
"b[29]",0.038844152,0.000931814,0.053146187,-0.064040576,0.002421585,0.03877945,0.074574951,0.142947908,3253.015009,0.999420728,29,"b","Jungle","Forest",377900,10,45.45,-88.82,73.65,4.27,10.946,3.65936879803061,NA,NA,NA,NA,NA,NA,NA,NA,28.1176470588235,1423.62624944139,2320.60448481388,27.1023031989435,0.339194052494232,0.162691292233992,150.457142857143,13.677682245053,1,0,1,0,1,0,0,0,0,1,0,1,1,3,1313.177822,4.902633,726469.0274,3484.176386,4.2,2.1,0.090909091,0.664935065,0,0,0,0,0.244155844,2.907834052,2.375,9.86,104.8,49.27333333,8.02,0.012,4,4,49.9047619,403020202,0.038111298,0.000200098,0.648599681,0.005986553,0.006583208,0.005464481,0.048178021,0.24687666,NA,NA,NA,NA,NA,4650.4,8192.58916948726,5.812,2.14026166624551,97,90.1581943031248,23252,485
"b[30]",-0.061231678,0.00223764,0.117846392,-0.290499371,-0.14008813,-0.060883344,0.017861962,0.168155941,2773.653071,0.999675611,30,"b","Katherine","Oneida",1543300,6,45.81,-89.69,238.77,9.14,5.435,3.5533411507106,NA,NA,NA,NA,NA,NA,NA,NA,24.5,1359.856434898,2248.38109073114,25.2580166493148,0.314340941850773,0.134502105539172,149.285714285714,11.2891708354184,1,0,1,1,0,0,1,0,0,1,0,0,1,3,0,0,2121475.062,17127.94017,9,4.8,0.137525916,0.772633034,0.00414651,0,0,0,0.08569454,4.567810639,4.108333334,4.005833333,36.9,12.30833333,7.267,0.05175,4,NA,7.6875,707000108,0.075695592,0.001003713,0.574319289,0.002320271,0.0082752,0.001090614,0.018494822,0.318800498,1.52941176470588,0.893048128342246,1.5,0.00587984978892839,13.0305194805195,18323,NA,1.9,NA,36,NA,18323,36
"b[31]",-0.018754752,0.00062149,0.034490061,-0.083209159,-0.042599532,-0.018804323,0.004200902,0.05291411,3079.775071,0.999851551,31,"b","Kentuck","Vilas",716800,29,45.99,-88.98,387.29,12.19,5.42220707826087,4.70141094319827,9.34,NA,14.3201,NA,22.228335,NA,0,NA,NA,1457.91392292359,2352.88030088556,26.2958525659388,0.327781180036428,0.133213588005301,149.314285714286,11.7317353126201,1,0,1,1,0,0,1,0,0,1,0,0,1,3,1566.031271,18.290858,4051525.244,10082.79866,12,3.9,0.082931533,0.637415622,0.009643202,0,0,0.014464802,0.255544841,1.55642691,0.6,NA,81,36,7.4,NA,1,NA,20.76923077,403010603,0.04671586,0.001084924,0.633726522,0.004947562,0.024950691,0.003701053,0.040834699,0.244038688,0.0151515151515152,0.0153846153846154,NA,2.16450216450216e-05,27.9,34490.5,777.110352524016,2.35,0.494974746830583,111,69.2964645562817,68981,222
"b[32]",0.358323859,0.005497047,0.281522933,-0.193115691,0.166388357,0.357433934,0.542961222,0.927864615,2622.820772,0.99991654,32,"b","Chetac","Sawyer",2113300,5,45.67,-91.52,777,8.53,2.57666666666667,1.6793550349266,NA,NA,NA,NA,NA,NA,NA,NA,88.7352941176471,1570.03216754875,2490.18440185753,26.9617353850838,0.320333507152105,0.125320777220763,147.2,12.4139390345265,1,0,1,0,1,0,1,0,0,1,0,0,1,3,0,0.002373,9710993.75,34108.08143,8.4,4.2,0.171976492,0.699041138,0.002474482,0.00061862,0.006804825,0.006495515,0.112588927,1.156171345,1.8,NA,118,66,8.6,NA,5,NA,28.0952381,705000701,0.048399079,9.19e-05,0.786297997,0.002538477,0.007011658,0.069294923,0.009321751,0.077044236,0.914396887159533,0.272373540856031,1.85227272727273,0.00283034760115522,19.5661538461538,7389.54545454545,6275.6904219956,6.50909090909091,1.85119126264929,599.5,472.197992842456,81285,5995
"b[33]",-0.03702044,0.004257783,0.235819891,-0.498535619,-0.197680576,-0.038204348,0.127613081,0.419220876,3067.565627,0.999133066,33,"b","Laura","Vilas",995200,5,46.05,-89.43,242.41,13.11,3.386644407375,1.75720541813433,NA,NA,NA,NA,NA,NA,NA,NA,79.0588235294118,1296.63548388633,2176.27378887413,24.7544885252722,0.340892488044896,0.14523581049261,149.2,12.5012940506644,1,0,1,1,0,0,1,0,0,1,0,1,1,3,1029.886994,13.98756,2539800.744,8238.873831,12.9,NA,0.097852029,0.81026253,0,0.002386635,0,0,0.089498807,5.015616067,6.5375,7.175,57.66,24.31333333,7.893333333,0.0075,4,NA,NA,707000105,0.069134014,0.000903114,0.554106114,0.002744244,0.014973365,0.000828945,0.003717164,0.353593041,2.83333333333333,1.13709677419355,3.47761194029851,0.00941741840890828,14.1517985611511,NA,NA,NA,NA,NA,NA,NA,NA
"b[34]",0.403638991,0.011963197,0.685153847,-0.926123363,-0.053754957,0.394139843,0.868951851,1.773164342,3280.059537,0.99926389,34,"b","Lucerne","Forest",396500,6,45.53,-88.85,406.31,22.25,1.2035672515,0.554953086701681,NA,NA,NA,NA,NA,NA,NA,NA,161.529411764706,1346.41500408008,2259.3951325724,24.7102600661227,0.362605805591653,0.173300329938684,134.457142857143,11.8826191833056,1,0,1,0,1,1,1,0,1,1,0,0,1,3,70.314731,9.101286,4203314.528,17877.51786,21.9,9.3,0.208584842,0.501006036,0.000670691,0,0,0.013413816,0.276324614,6.626647247,5.483333333,9.54,67.15,29.53666667,7.21,0.017,4,NA,7.220430108,403020201,0.04373072,0.000361573,0.500131805,0.015976888,0.007774706,0.001611938,0.037201034,0.393211336,0.549645390070922,0.0780141843971631,2.24137931034483,0.00195794226820713,19.7818181818182,15324.7037037037,21542.611336988,5.00518518518519,3.01689393297958,333.217391304348,453.983775893703,413767,7664
"b[35]",-0.186985313,0.003293322,0.188458664,-0.555547332,-0.313843388,-0.185458688,-0.062287075,0.178923272,3274.64181,0.999352947,35,"b","Metonga","Forest",394400,11,45.52,-88.9,805.73,24.08,1.7034771472,0.985417915664806,1.8,NA,0.4827,NA,0.20917,NA,13.85349,NA,NA,1352.08735608655,2267.87854719473,24.7824863582765,0.352010350848848,0.182603528930163,131.6,11.6422152733313,1,0,1,0,1,0,1,0,0,1,0,0,1,3,248.153745,0,8249678.204,13170.37599,23.7,7.5,0.327586207,0.413793103,0.005247376,0,0,0.009745127,0.243628186,3.084490779,5.2,15,198,82.5,7.55,0.009,4,NA,26.4,403020201,0.04373072,0.000361573,0.500131805,0.015976888,0.007774706,0.001611938,0.037201034,0.393211336,1.35210497539639,0.258064516129032,2.7328125,0.00412462775690564,17.9283768767088,34763,22448.7649771652,1.50909090909091,0.122102788293679,31.2727272727273,18.8047382810339,382393,344
"b[36]",0.022189605,0.007375432,0.413501648,-0.817815031,-0.2465257,0.02657293,0.298668943,0.814172358,3143.254953,1.001008343,36,"b","Nebagamon","Douglas",2865000,6,46.51,-91.68,369.88,17.07,1.87,0.761220823977604,1.33,NA,1.7699,NA,4.11904,NA,31.27896,NA,149.970588235294,1602.56511943754,2522.8024242039,27.9216845817905,0.389818244577371,0.152043211141546,139.971428571429,12.8096602202394,1,0,1,0,1,0,1,0,1,1,0,0,1,3,13.836485,0.36537,3988524.336,18662.44467,16.8,6,0.105574741,0.792303897,0,0,0.020720276,0,0.081401085,2.279501531,3.6,10.9,94.3873538,35.4775,7.29630848,NA,4,NA,15.73122563,401030107,0.054346059,0.000153631,0.728008889,0.075690044,0.010775604,0.017756881,0.001814989,0.111453903,1.50884955752212,0.317109144542773,3.09268292682927,0.00544754455334556,16.7900314723591,9563.4,10936.3906213258,6.37,1.79012724563243,546.625,302.670465546749,95634,4373
"b[37]",0.387954497,0.016488255,0.825048862,-1.23771953,-0.177380752,0.397758745,0.940166522,2.004443977,2503.859349,1.001250267,37,"b","Owen","Bayfield",2900200,6,46.3,-91.21,535.4,28.96,1.44333333333333,0.337619114782719,NA,NA,NA,NA,NA,NA,NA,NA,161.823529411765,1436.126498266,2345.12061475695,25.7464304266742,0.398320519912652,0.174259938608009,133.228571428571,11.4739749363652,1,0,1,0,1,0,1,0,0,1,1,0,1,3,1006.236129,0.029365,5058281.884,41241.41801,28.5,8.1,0.030952381,0.927678571,0,0,0,0,0.041369048,4.545407339,6.7,14,78,86,7.15,0.01,4,NA,9.62962963,401030206,0.035310757,0.000762575,0.736022242,0.03437179,0.006556636,0.053328601,0.010796509,0.122850889,0.568345323741007,0.338129496402878,2.33333333333333,0.00144020538439212,20.5913043478261,4157.17647058824,1490.10881462119,6.61176470588235,0.678124576443348,365.692307692308,167.66503542052,70672,4754
"b[38]",-2.424431868,0.016484427,0.903200532,-4.154264508,-3.055922325,-2.416382337,-1.829489993,-0.66728713,3002.06895,1.000518263,38,"b","Lac Courte Oreilles","Sawyer",2390800,7,45.89,-91.4,2039.22,27.43,1.43666666666667,0.366915067374817,NA,NA,NA,NA,NA,NA,NA,NA,132.705882352941,1466.1581696001,2390.58515217194,26.0387690992577,0.356545978361724,0.193326956683431,129.257142857143,11.6955065708835,1,0,1,1,1,0,1,0,0,1,1,0,1,3,39.660061,0,20798980.42,41201.4665,27,10.2,0.081646734,0.698022079,0,0.004139834,0.010579577,0.000459982,0.205151794,4.095776167,4.5,NA,102,45,7.5,NA,3,NA,10,705000104,0.059256596,0.00028875,0.704744339,0.009837141,0.00746232,0.073933737,0.02583821,0.118638907,0.687335092348285,0.331134564643799,1.72151898734177,0.00199942442823757,18.6554398148148,17550.125,23301.6747136758,3.94291666666667,2.46963028242773,142.227272727273,248.548535418888,421203,3129
"b[39]",0.747956578,0.005452554,0.304377923,0.158400329,0.546739894,0.748456012,0.955003209,1.329365985,3116.207364,1.00055129,39,"b","Lac Vieux Desert","Vilas",1631900,10,46.12,-89.15,1154.57,11.58,2.3275,1.0413692908858,NA,NA,NA,NA,NA,NA,NA,NA,93.7058823529412,1415.38585589592,2300.4302640045,26.1048085049458,0.350011327621319,0.133319548041964,149.485714285714,12.6546234949255,1,0,1,1,1,0,1,0,0,1,0,0,1,3,139.957029,8.80788,16257729.4,27482.12752,11.4,NA,0.100632911,0.47721519,0,0.003797468,0,0.012025316,0.406329114,1.579200337,1.65,9.083472222,76.98868825,35.13611111,7.445407846,0.033,4,NA,NA,707000103,0.056206585,0.000302971,0.550359877,0.009588321,0.017964758,0.001992073,0.02135395,0.342231467,2.05882352941176,0.443014705882353,4.03864734299517,0.00440709650586421,17.3339055793991,103629.208333333,271790.474031964,4.77958333333333,2.95359542012732,373.727272727273,418.907556777794,2487101,8222
"b[40]",-0.090797912,0.003010429,0.16825011,-0.418587814,-0.20204364,-0.094519832,0.021138676,0.242366305,3123.58914,0.999489466,40,"b","Lily","Forest",376900,7,45.42,-88.84,85.39,7.32,7.5325,2.21515048397771,NA,NA,NA,NA,NA,NA,NA,NA,42.8235294117647,1462.72070857467,2371.64285023244,26.538802132249,0.336025581525178,0.152781676618497,146.114285714286,12.7065787235252,1,0,1,1,1,0,0,0,0,1,0,0,1,3,1398.731951,0.009816,876455.4318,6271.620484,7.2,4.2,0.07154213,0.392686804,0.020667727,0,0,0,0.515103339,2.875720569,3.6,NA,222,106,6.6,NA,4,NA,52.85714286,403020202,0.038111298,0.000200098,0.648599681,0.005986553,0.006583208,0.005464481,0.048178021,0.24687666,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"b[41]",-2.254006632,0.01974751,1.104497254,-4.353470437,-3.00902336,-2.281117693,-1.524971123,-0.035169378,3128.27251,0.999134551,41,"b","Lipsett","Burnett",2678100,7,45.87,-92.05,159.04,7.32,0.702,0.27761484110184,NA,NA,NA,NA,NA,NA,NA,NA,85.3529411764706,1642.1832832391,2581.0142556693,28.0786099361823,0.34243848645215,0.137556346549369,143.228571428571,12.3266466846176,1,0,1,1,1,0,0,0,0,1,0,0,1,3,711.006586,14.056957,1588874.803,5779.031623,7.2,3.9,0.045385779,0.859304085,0,0,0,0,0.095310136,2.106965138,2.1,NA,141,73,8.4,NA,5,NA,36.15384615,703000104,0.077159109,0.000811395,0.589003077,0.00245387,0.007788084,0.204062663,0.057510656,0.061211145,0.406438631790744,0.223340040241449,1.44067796610169,0.00169947976269968,18.7435714285714,11311.4444444444,5490.68641226011,2.65555555555556,1.8433062083598,49.6666666666667,79.3914353063352,101803,447
"b[42]",-0.147516396,0.002497132,0.139812764,-0.427909376,-0.239807377,-0.149366439,-0.0545054,0.128608856,3134.806291,1.000744862,42,"b","Little Arbor Vitae","Vilas",1545300,6,45.9,-89.61,216.1,9.75,6.315,1.78686876966385,NA,NA,NA,NA,NA,NA,NA,NA,70.2352941176471,1466.31696156751,2371.46148429595,26.9123487752005,0.342266777760359,0.145918672111081,145.742857142857,12.4175939157094,1,0,1,1,0,0,0,0,0,1,0,0,1,3,77.541631,4.525689,1942087.713,7895.059212,9.6,3.3,0.163057325,0.687898089,0.007643312,0,0,0,0.141401274,1.214226243,2.3825,14.50555556,118.346413,53.91666667,7.602554348,0.044,4,NA,35.86254939,707000108,0.075695592,0.001003713,0.574319289,0.002320271,0.0082752,0.001090614,0.018494822,0.318800498,3.51087984862819,0.874280230326296,5.84110169491525,0.0115673485574977,13.9647218271628,14307,4298.09062259045,1.93333333333333,0.305505046330389,33,22.6495033058122,42921,99
"b[43]",-0.015232211,0.003656146,0.208094213,-0.425927642,-0.152605896,-0.013686234,0.126096859,0.381079219,3239.461943,1.000464384,43,"b","Long","Chippewa",2351400,7,45.25,-91.41,425.73,29.26,5.204,1.35940428129383,2.88,NA,16.7336,NA,6.202695,NA,79.75813,NA,151.882352941176,1666.38254539182,2611.08106211258,27.5346443567839,0.391762164438816,0.191347262039144,121.257142857143,12.3915124109986,0,0,0,0,0,0,0,0,0,0,1,0,1,3,17.181501,13.819945,3786711.854,19449.25877,30.3,6,0.099236641,0.411039342,0,0,0,0.040516735,0.449207281,2.595580406,4.8,NA,97,42,7.2,NA,4,NA,16.16666667,705000109,0.045494516,3.58e-05,0.539755618,0.006255272,0.011009995,0.031424627,0.123042511,0.242981671,3.35237329042639,0.514883346741754,5.64681724845996,0.0105670998954725,14.5346538506726,3410,565.601891793159,6.74,1.59311016568221,243,227.688383542068,17050,486
"b[44]",1.693024733,0.018242857,1.037026574,-0.315219456,0.986949756,1.695458756,2.39419498,3.727003495,3231.424782,0.999988349,44,"b","Long","Iron",2303500,5,46.24,-90.02,150.95,9.14,1.6375,0.198221256848671,1.49,0.484974226119286,0.697233333333333,0.517221135814589,11.9897316666667,11.9166854993664,51.9438833333333,36.7405640441493,112,NA,NA,NA,NA,NA,NA,NA,1,0,1,1,1,0,1,0,0,1,0,0,0,0,9.031611,5.754601,1497893.806,18035.20048,9,3.9,0.160447761,0.500621891,0,0,0,0,0.338930348,2.728907396,0.9,NA,98,42,7.5,NA,4,NA,25.12820513,705000203,0.038697646,5.18e-06,0.432569222,0.034919401,0.00199273,0.000271108,0.004772882,0.486771829,1.28014184397163,0.223404255319149,2.75700934579439,0.00353209201723985,18.2090042372881,5920.11111111111,4576.83540900381,5.95555555555556,2.27327468155034,359.888888888889,369.313364381945,53281,3239
"b[45]",-0.091377959,0.002830566,0.156872042,-0.396913509,-0.197771661,-0.088706747,0.012618716,0.220316455,3071.456764,1.001560225,45,"b","Long","Vilas",1602300,6,46.04,-89.04,352.89,28.96,4.78,2.45158452162406,7.6,NA,1.4481,NA,12.05141,NA,64.36,NA,177.882352941176,1369.69288928335,2254.43848005444,25.4063695800109,0.415130819945149,0.164358817338132,136.314285714286,11.8589043948157,1,0,1,1,1,1,1,0,1,1,1,0,1,3,897.097926,10.632475,3584885.484,13501.04289,28.5,9,0.088761632,0.607730852,0.007874016,0,0,0.010737294,0.284896206,3.233453068,3.3,9.5,77.5,33.1775,7.41,0.01,4,NA,8.611111111,707000101,0.040320051,0.000242642,0.570452084,0.009019192,0.015931539,0.002319897,0.019867079,0.341847514,NA,NA,NA,NA,NA,8413.52941176471,13203.1518591095,6.01647058823529,2.20592650936197,391.8125,320.646891715274,143030,6269
"b[46]",0.076614459,0.007630223,0.406237536,-0.705143344,-0.198642506,0.071090286,0.356484268,0.873591573,2834.560185,0.99984554,46,"b","Long","Washburn",2106800,9,45.66,-91.68,1331.42,22.56,1.85125,0.662731091771014,2.34,0.339411254969543,32.09955,16.0420608341011,29.7665,4.20961880043787,11.866375,11.3204613687451,159.735294117647,1583.2817528024,2524.95037617061,27.082450616392,0.360383436064418,0.185474003433036,128.485714285714,11.6905477871238,1,0,1,0,1,0,1,0,0,1,1,0,1,3,0,0,14074976.55,70965.19833,22.2,7.8,0.08858817,0.739676339,0,0.000558036,0.014508929,0,0.156668527,2.294853222,3.6,NA,166,86,8.5,NA,4,NA,21.28205128,705000703,0.07416602,0.000109199,0.469038535,0.002922822,0.00557613,0.220972756,0.154435579,0.072778957,0.820019249278152,0.21944177093359,2.03921568627451,0.00211595594797829,19.1869078380706,108272.611111111,435361.522866825,3.81148148148148,2.52756979815717,150.56862745098,289.407481237231,5846721,7679
"b[47]",-0.007208036,0.004051298,0.225573975,-0.453423324,-0.159240888,-0.011745958,0.143830047,0.442838837,3100.199021,0.999744815,47,"b","Lower Eau Claire","Douglas",2741600,8,46.25,-91.56,324.56,12.5,2.97666666666667,1.05266645556257,NA,NA,NA,NA,NA,NA,NA,NA,66.8235294117647,1495.09542932536,2399.47909457064,26.5882881067671,0.343846946505767,0.137047057625137,147.485714285714,12.4484145661238,1,0,1,1,1,0,1,0,0,1,1,0,1,2,290.53655,9.040037,3174261.317,11418.39786,12.3,6.6,0.046644845,0.786415712,0.004091653,0.020458265,0,0,0.142389525,2.716225267,4.8,NA,138,70,8.2,NA,4,NA,20.90909091,703000101,0.058667964,1.21e-05,0.664386862,0.162917754,0.041490012,0.004845541,0.00309488,0.064584935,1.73029045643154,0.556016597510373,3.29139072847682,0.00599662119807254,17.7832999465812,7653.5,269.407683632075,6.95,0.636396103067893,669,260.215295476649,15307,1338
"b[48]",-0.940672377,0.006971971,0.389760969,-1.726136799,-1.200138541,-0.9398946,-0.682825175,-0.192333419,3125.255699,1.000711973,48,"b","Lynx","Vilas",1600000,7,45.94,-89.23,8.9,6.1,2.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,168.382352941176,1448.14477258584,2336.57488834104,26.9433256212255,0.322811167969409,0.138265055780573,152.142857142857,12.2044901504296,1,0,1,1,1,0,1,0,0,1,0,0,1,3,706.105436,23.319616,127451.5672,1793.263819,6,NA,0.228571429,0.642857143,0,0,0,0.035714286,0.092857143,1.516481157,1.2,NA,17,4,7.1,NA,4,NA,NA,707000102,0.05421563,0.000350291,0.383098716,0.009200964,0.005950268,0.002659873,0.019896501,0.524627758,2.73913043478261,0.217391304347826,4.75,0.00586986726308215,12.95,NA,NA,NA,NA,NA,NA,NA,NA
"b[49]",0.019663672,0.002689832,0.151046188,-0.267658523,-0.080209672,0.018414903,0.11801659,0.315507884,3153.329649,0.999629516,49,"b","Middle Eau Claire","Bayfield",2742100,9,46.28,-91.54,374.74,20.12,4.77428571428571,1.33270223159385,2.31,NA,2.8962,NA,11.496305,NA,142.73439,NA,144.588235294118,1468.38995479891,2379.34548291516,26.0739370837924,0.386856311695929,0.151229528372111,140.228571428571,11.7900399497545,1,0,1,1,1,0,1,0,0,1,1,0,1,3,134.1031,0,3560195.556,17548.74425,19.8,5.1,0.024136039,0.904004388,0,0.00603401,0,0,0.065825562,3.366474265,6.6,NA,128,34,7.9,NA,4,NA,25.09803922,703000101,0.058667964,1.21e-05,0.664386862,0.162917754,0.041490012,0.004845541,0.00309488,0.064584935,1.62859007832898,0.773498694516971,2.89965397923875,0.00587104608842048,15.4730424101812,7700,NA,5,NA,NA,NA,7700,0
"b[50]",1.61360295,0.011607225,0.662904886,0.315416509,1.164888668,1.605389347,2.075364437,2.839152644,3261.712405,1.000109015,50,"b","Middle McKenzie","Washburn",2706500,5,45.94,-92.03,214.48,13.72,1.315,0.659570567364352,NA,NA,NA,NA,NA,NA,NA,NA,136,1633.90364542112,2585.37433387105,27.4632401685125,0.339177344832666,0.144403178483996,137.971428571429,12.5451788590296,1,0,1,1,1,0,0,0,0,1,1,0,1,3,144.439642,28.957268,2132940.601,6931.274623,13.5,6,0.00862069,0.931034483,0,0,0.002463054,0,0.057881773,3.108856515,2.7,20,143.0805085,67,8.419491525,NA,4,NA,23.84675142,703000204,0.058577583,0.000507871,0.75447635,0.020114047,0.010086551,0.03847771,0.011298354,0.106461534,0.376262626262626,0.202020202020202,1.53846153846154,0.00134364043053224,19.4547186147186,6564.27777777778,7493.77084694588,4.43888888888889,2.72550888694395,122.733333333333,219.651173671433,118157,1841
"b[51]",-0.875343779,0.006459507,0.359449053,-1.572221576,-1.116518763,-0.875313456,-0.644410138,-0.152823855,3096.535059,1.00006333,51,"b","N Twin","Vilas",1623800,5,46.03,-89.16,1128.27,18.29,2.516,1.08327281882266,NA,NA,NA,NA,NA,NA,NA,NA,114,1372.43858617224,2264.13284897958,25.2805261621671,0.339851225822426,0.13726479663204,147.085714285714,12.5776913353656,1,0,1,1,0,0,1,0,0,1,1,0,1,3,10.733228,0,11618560.29,17352.00674,18,8.4,0.212653779,0.562390158,0.028705331,0.002929115,0,0.0228471,0.170474517,3.638978183,2.6,10.2,103,44.34333333,7.433333333,0.015,4,NA,12.26190476,707000103,0.056206585,0.000302971,0.550359877,0.009588321,0.017964758,0.001992073,0.02135395,0.342231467,3.80959752321981,0.685303514376997,5.91212121212121,0.0105560284871004,16.3685838731293,NA,NA,NA,NA,NA,NA,NA,NA
"b[52]",-0.049855604,0.00559463,0.323334125,-0.672292081,-0.272356132,-0.05673218,0.169108709,0.574076272,3340.107258,0.999963563,52,"b","Namekagon","Bayfield",2732600,5,46.22,-91.14,1305.93,15.54,4.506,0.533460401529485,NA,NA,NA,NA,NA,NA,NA,NA,102.294117647059,1448.67550456046,2339.28639548182,26.6323198675509,0.323980838813236,0.148162566741,154.771428571429,13.0453636440324,1,0,1,1,1,0,1,0,0,1,0,0,1,3,0,0,10550975.86,52563.18592,15,4.8,0.122020555,0.629346162,0,0,0,0,0.248633282,1.779391024,1.9,9,104.5474636,32.5,7.420321037,0.02,1,NA,21.78072158,703000201,0.057974312,0.000597279,0.734871812,0.02830156,0.00597097,0.030253643,0.007841109,0.134189312,1.83539094650206,0.748971193415638,NA,0.00540341673567602,14.2208588957055,NA,NA,NA,NA,NA,NA,NA,NA
"b[53]",0.003915796,0.00113504,0.064396409,-0.123936617,-0.03934202,0.003503021,0.046305367,0.128735469,3218.8498,1.001171895,53,"b","Nelson","Sawyer",2704200,8,46.1,-91.51,1012.93,10.06,4.768,5.67105986566885,0.56,NA,21.96285,NA,192.2755,NA,1.38374,NA,NA,1582.26460880156,2509.60369115505,27.2220791530381,0.327452747074106,0.12901584500434,144.257142857143,12.405745483783,1,0,1,0,1,0,1,0,0,1,0,0,1,3,10.839241,0,10991235.64,60095.26183,9.9,3.3,0.068890644,0.708251086,0,0.002368733,0,0,0.220489538,1.535988454,1.2,NA,60,23,6.4,NA,4,NA,18.18181818,703000203,0.040640049,0,0.742674597,0.034910923,0.009519255,0.012794182,0.004201492,0.155259503,0.871212121212121,0.121212121212121,1.72222222222222,0.00299335543350775,18.45,9429.03846153846,23754.7108195082,6.93076923076923,1.22988429724726,467.92,348.845586661682,245155,11698
"b[54]",0.160855493,0.008994306,0.49667225,-0.835851448,-0.162947349,0.156796311,0.507753185,1.1291771,3049.330629,1.000097992,54,"b","Papoose","Vilas",2328700,5,46.18,-89.81,173.21,19.81,2.21,0.879242097869902,2.41,NA,0.3218,NA,0.38616,NA,30.63536,NA,154.676470588235,1357.03871551198,2253.22165905983,25.3487193554815,0.401029305118795,0.151574336782506,142.085714285714,12.54491091702,1,0,1,1,1,0,1,0,0,1,1,0,1,3,148.382456,4.059823,1709402.195,13272.63833,19.5,NA,0.194016319,0.628286491,0,0,0,0,0.177697189,3.649800875,6.916666667,NA,104.6666667,47,8,NA,4,NA,NA,705000201,0.05795126,6.37e-05,0.530356801,0.016239447,0.004555621,0.000323022,0.003844393,0.386665721,1.50675675675676,0.127272727272727,3.60526315789474,0.00821279344100223,17.6035714285714,17123.6,4081.16512775457,1.72,0.192353840616713,22.8,6.87022561492707,85618,114
"b[55]",-0.165614413,0.002971868,0.166025803,-0.483615592,-0.278315865,-0.165412009,-0.054260628,0.166803681,3120.988094,1.000052138,55,"b","Patten","Florence",653700,5,45.84,-88.41,103.2,15.85,3.3258039216,2.27400926537723,NA,NA,NA,NA,NA,NA,NA,NA,147.882352941176,1472.55657291339,2400.13804855696,26.1688033143845,0.382452128451043,0.155265808547606,137.942857142857,12.7577954419177,1,0,1,0,0,0,0,0,1,1,0,0,1,3,1980.557622,0,1027914.856,6420.652656,15.6,5.4,0.055639098,0.439097744,0,0,0,0.010526316,0.494736842,2.436267371,2.4,NA,156,72,7.5,NA,1,NA,28.88888889,403010801,0.020982585,0.000485928,0.531156613,0.020465451,0.007575724,0.000570631,0.01851728,0.400245787,0.483483483483483,0.381381381381381,1.36,0.00173764647188306,15.1497910639666,NA,NA,NA,NA,NA,NA,NA,NA
